כיתה,תמונות ,,,,,,,,
3,6250 6238,,,,,6250,6238,12,
1,6251 6373,,,,,6251,6373,122,
2,6383 6374,,,,,6383,6374,9,
2,7468 7425,,,,,7468,7425,43,
6,7501 7469,,,,,7501,7469,32,
8,7514 7502,,,,,7514,7502,12,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,6
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,#VALUE!,,-1,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,
,,,,,,,,0,